,belongs_to_collection,budget,genres,homepage,original_language,popularity,production_companies,production_countries,runtime,spoken_languages,title,vote_average,vote_count,year,day,month,cast,cast_size,crew_size,director
1038,,14500000.0,"['Drama', 'Romance']",http://www.romeoandjuliet.com/,en,11.774061,"['Bazmark Films', 'Twentieth Century Fox Film Corporation']",['United States of America'],120.0,1,Romeo + Juliet,6.7,1406.0,1996.0,Thu,Oct,"['Leonardo DiCaprio', 'Claire Danes', 'John Leguizamo', 'Harold Perrineau', 'Pete Postlethwaite', 'Paul Sorvino', 'Brian Dennehy', 'Vondie Curtis-Hall', 'Miriam Margolyes', 'Diane Venora', 'Jamie Kennedy', 'Dash Mihok', 'Vincent Laresca', 'Edwina Moore', 'Paul Rudd']",15,18,Baz Luhrmann
1039,,200000.0,"['Comedy', 'Romance']",,en,6.578025,"['Miramax Films', 'Independent Pictures (II)', 'The Alfred Shay Company Inc.']",['United States of America'],94.0,1,Swingers,6.8,255.0,1996.0,Fri,Oct,"['Jon Favreau', 'Vince Vaughn', 'Ron Livingston', 'Patrick Van Horn', 'Alex Désert', 'Heather Graham', 'Deena Martin', 'Katherine Kendall', 'Brooke Langton', 'Blake Lindsley', 'Kevin James Kelly', 'Stephanie Ittleson', 'Vernon Vaughn', 'Joan Favreau', 'Rio Hackford', 'Jan Dykstra', 'Maddie Corman', 'Marty & Elayne', 'Big Bad Voodoo Daddy', 'Sheri Rosenblum', 'Stasea Rosenblum', 'Pamela Shaw', 'Tom Alley', 'Reverend Phil Dixon', 'Ashley M. Rogers', 'Jay Diola', 'Nicholas Gagliarducci', 'David Gould', 'Bill Phillips', 'Mansur Hamud', 'Ahmed Ahmed', 'Eufemia Plimpton', 'Melinda Starr', 'Samantha Lemole', 'Jessica Buchman', ""Caroline O'Meara"", 'Gary Auerbach', 'Brad Halvorson', 'Christopher R. Joyce', 'Edward Rissien', 'Jenna Rissien', 'Mark Smith', 'John Abrham', 'Rachel Gallaghan', 'Lisa Guerriero', 'Thomas Hall', 'Damiana Kamishin', 'Curtis Lindersmith', 'Jennifer Lucero', 'Pinki Marsolek', 'Rhonda Martin', 'Martina Migenes', 'Paul Mojica', 'Sam Mollo', 'Jacob Morris', 'Michael Scott', 'Bernard Serrano', 'Rosalind Smith', 'Molly Stern', 'Johnny Walker', 'Lisa Wolstein']",61,14,Doug Liman
1040,,44000000.0,"['Crime', 'Drama', 'Thriller']",,en,9.198283,"['Propaganda Films', 'Warner Bros.', 'Baltimore Pictures']",['United States of America'],147.0,1,Sleepers,7.3,729.0,1996.0,Fri,Oct,"['Robert De Niro', 'Brad Pitt', 'Kevin Bacon', 'Jason Patric', 'Ron Eldard', 'Billy Crudup', 'Dustin Hoffman', 'Minnie Driver', 'Vittorio Gassman', 'Joe Perrino', 'Brad Renfro', 'Geoffrey Wigdor', 'Jonathan Tucker', 'Terry Kinney', 'Bruno Kirby', 'Eugene Byrd', 'Frank Medrano', 'Ruth Maleczech', 'Tom Signorelli', 'Jeffrey Donovan', 'Lennie Loftin']",21,16,Barry Levinson
1051,,3000000.0,"['Family', 'Fantasy']",,en,12.416635000000001,"['Paramount Pictures', 'David L. Wolper Productions']",['United States of America'],100.0,3,Willy Wonka & the Chocolate Factory,7.4,826.0,1971.0,Tue,Jun,"['Gene Wilder', 'Jack Albertson', 'Peter Ostrum', 'Roy Kinnear', 'Denise Nickerson', 'Leonard Stone', 'Julie Dawn Cole', 'Nora Denney', 'Peter Capell', 'Tim Brooke-Taylor', 'Marcus Powell', 'Rusty Goffe', 'Michael Goodliffe', 'Kurt Großkurth', 'Malcolm Dixon', 'Paris Themmen', 'Ursula Reit', 'Michael Boliner', 'Diana Sowle', 'Aubrey Woods', 'David Battley', 'Pat Coombs', 'Günter Meisner', 'Werner Heyking', 'Peter Stewart', 'Franziska Liebing', 'Dora Altmann', 'Ernst Ziegler', 'Stephen Dunn', 'Frank Delfino', 'Rudy Borgstaller', 'George Claydon', 'Ismed Hassan', 'Norman McGlen', 'Angelo Muscat', 'Albert Wilkinson']",36,14,Mel Stuart
1054,,2000000.0,"['Comedy', 'Romance', 'Science Fiction']",,en,6.048904,['Rollins-Joffe Productions'],['United States of America'],89.0,2,Sleeper,7.0,206.0,1973.0,Mon,Dec,"['Woody Allen', 'Diane Keaton', 'John Beck', 'Mary Gregory', 'Brian Avery', 'Don Keefer', 'Mews Small', 'Peter Hobbs', 'Spencer Milligan']",9,11,Woody Allen
1055,,2000000.0,['Comedy'],,en,4.331819,"['United Artists', 'Jack Rollins & Charles H. Joffe Productions']",['United States of America'],82.0,2,Bananas,6.7,167.0,1971.0,Wed,Apr,"['Woody Allen', 'Louise Lasser', 'Carlos Montalbán', 'Nati Abascal', 'Jacobo Morales', 'Miguel Ángel Suárez', 'René Enríquez', 'Charlotte Rae', 'Stanley Ackerman', 'Dorothi Fox', 'Eddie Barth', 'Conrad Bain', 'Baron De Beer', 'Sylvester Stallone', 'Howard Cosell', 'Tino García']",16,13,Woody Allen
1056,,7500000.0,"['Comedy', 'Crime']",,en,11.400352999999999,"['Metro-Goldwyn-Mayer (MGM)', 'Prominent Features']","['United Kingdom', 'United States of America']",108.0,3,A Fish Called Wanda,7.1,576.0,1988.0,Fri,Jul,"['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline', 'Michael Palin', 'Maria Aitken', 'Tom Georgeson', 'Cynthia Cleese', 'Patricia Hayes', 'Geoffrey Palmer', 'Mark Elwes', 'Neville Phillips', 'Peter Jonfield', 'Jeremy Child', 'Stephen Fry', 'Ken Campbell', 'Al Hunter Ashton', 'Roger Hume', 'Roger Brierley', 'Llewellyn Rees', 'Michael Percival', 'Kate Lansbury', 'Andrew MacLachlan', 'Roland MacLeod', 'Robert Putt', 'Pamela Miles']",25,27,Charles Crichton
1057,,4000000.0,['Comedy'],,en,10.714172999999999,"['HandMade Films', 'Python (Monty) Pictures']",['United Kingdom'],94.0,1,Life of Brian,7.7,1230.0,1979.0,Fri,Aug,"['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Terence Bayler', 'Carol Cleveland', 'Kenneth Colley', 'Neil Innes', 'Charles McKeown', 'John Young', 'Gwen Taylor', 'Sue Jones-Davies', 'John Case', 'Andrew MacLachlan', 'Bernard McKenna', 'George Harrison', 'Chris Langham']",19,38,Terry Jones
1060,,12000000.0,"['Adventure', 'Comedy']",,en,4.473326999999999,['Warner Bros.'],['United States of America'],160.0,2,The Great Race,7.2,64.0,1965.0,Thu,Jul,"['Jack Lemmon', 'Tony Curtis', 'Natalie Wood', 'Peter Falk', 'Keenan Wynn', ""Arthur O'Connell"", 'Vivian Vance', 'Dorothy Provine', 'Larry Storch', 'Ross Martin', 'George Macready', 'Marvin Kaplan', 'Hal Smith', 'Denver Pyle', 'William Bryant', 'Hal Needham', 'Raoul Retzer']",17,6,Blake Edwards
1061,,2500000.0,"['Crime', 'Drama']",,en,12.109198,"['Tatira-Hiller Productions', 'Warner Brothers/Seven Arts']",['United States of America'],111.0,1,Bonnie and Clyde,7.6,384.0,1967.0,Tue,Jul,"['Warren Beatty', 'Faye Dunaway', 'Michael J. Pollard', 'Gene Wilder', 'Gene Hackman', 'Estelle Parsons', 'Denver Pyle', 'Dub Taylor', 'Evans Evans', 'Mabel Cavitt', 'Patrick Cranshaw', 'Owen Bush', 'Clyde Howdy', 'Russ Marker', 'Ann Palmer', 'Ken Mayer']",16,31,Arthur Penn
1063,,1400000.0,"['Crime', 'Mystery', 'Thriller']",,en,7.853231,['Warner Bros.'],['United States of America'],104.0,1,Dial M for Murder,7.9,539.0,1954.0,Sat,May,"['Ray Milland', 'Grace Kelly', 'Robert Cummings', 'John Williams', 'Anthony Dawson', 'Leo Britt', 'Patrick Allen', 'George Leigh', 'Bess Flowers', 'Robin Hughes', 'Guy Doleman', 'Sam Harris', 'Alfred Hitchcock', 'Harold Miller', 'Martin Milner', 'Forbes Murray', 'Thayer Roberts', 'Jack Cunningham']",18,17,Alfred Hitchcock
1065,"{'id': 86058, 'name': 'Dirty Dancing Collection', 'poster_path': '/gkrOvdbCFuGlxVwCYmczw7aw6Ku.jpg', 'backdrop_path': '/qR6POAKwCL8VwuK8ZjSAdRRFNj9.jpg'}",6000000.0,"['Drama', 'Music', 'Romance']",http://lionsgateathome.com/dirty-dancing,en,14.044122,"['Great American Films Limited Partnership', 'Vestron Pictures']",['United States of America'],100.0,1,Dirty Dancing,7.1,1371.0,1987.0,Fri,Aug,"['Jennifer Grey', 'Patrick Swayze', 'Jerry Orbach', 'Cynthia Rhodes', 'Jack Weston', 'Jane Brucker', 'Kelly Bishop', 'Lonny Price', 'Max Cantor', ""Charles 'Honi' Coles"", 'Neal Jones', 'Cousin Brucie Morrow', 'Wayne Knight', 'Paula Trueman', 'Alvin Myerovich', 'Miranda Garrison', 'Garry Goodrow', 'Antone Pagan', 'Thomas Cannold', 'Heather Lea Gerdes', 'Jesus Fuentes', 'M.R. Fletcher', 'Karen Getz', 'Andrew Charles Koch', 'D.A. Pauley', 'Jennifer Stahl', 'Dorian Sanchez']",27,37,Emile Ardolino
1066,,1200000.0,"['Crime', 'Thriller']",,en,12.22034,"['Live Entertainment', 'Lionsgate', 'Dog Eat Dog Productions Inc.']",['United States of America'],99.0,1,Reservoir Dogs,8.1,3821.0,1992.0,Wed,Sep,"['Harvey Keitel', 'Tim Roth', 'Michael Madsen', 'Chris Penn', 'Steve Buscemi', 'Lawrence Tierney', 'Edward Bunker', 'Quentin Tarantino', 'Randy Brooks', 'Kirk Baltz', 'Steven Wright', 'Rich Turner', 'David Steen', 'Tony Cosmo', 'Stevo Polyi']",15,63,Quentin Tarantino
1067,,6000000.0,"['Drama', 'War', 'Action']",,en,18.206972,"['Orion Pictures', 'Hemdale Film Corporation']","['United Kingdom', 'United States of America']",120.0,2,Platoon,7.5,1236.0,1986.0,Thu,Dec,"['Tom Berenger', 'Charlie Sheen', 'Willem Dafoe', 'Forest Whitaker', 'John C. McGinley', 'Kevin Dillon', 'Johnny Depp', 'Francesco Quinn', 'Richard Edson', 'Keith David', 'Mark Moses', 'Chris Pedersen', 'Oliver Stone', 'Corkey Ford', 'Corey Glover', 'Bob Orwig', 'David Neidorf', 'Tony Todd', 'Kevin Eshelman', 'James Terry McIlvain', 'Ivan Kane', 'Paul Sanchez', 'Dale Dye', 'Nick Nicholson', 'Warren McLean', 'H. Gordon Boos', 'Brad Cassini', ""Robert 'Rock' Galotti"", 'Eric Hahn', 'Henry Strzalkowski', 'Reggie Johnson']",31,34,Oliver Stone
1068,"{'id': 118221, 'name': ""Weekend at Bernie's Collection"", 'poster_path': '/gJVBXVetIkgVVMbzODQ3dJwvQkV.jpg', 'backdrop_path': '/khVvskKc4VzAHbHtQMhKGeKWDxC.jpg'}",6500000.0,['Comedy'],,en,8.051891,['Gladden Entertainment'],['United States of America'],97.0,1,Weekend at Bernie's,6.4,255.0,1989.0,Wed,Jul,"['Andrew McCarthy', 'Jonathan Silverman', 'Catherine Mary Stewart', 'Terry Kiser', 'Don Calfa', 'Catherine Parks', 'Eloise DeJoria']",7,12,Ted Kotcheff
1069,"{'id': 86336, 'name': 'Basic Instinct Collection', 'poster_path': '/hiM5EvFgjFboZtPMY5vFjhNnRQc.jpg', 'backdrop_path': '/o5rgryRLwlOApsO3toqpqhhdS7H.jpg'}",49000000.0,"['Thriller', 'Mystery']",https://www.sonymoviechannel.com/movies/basic-instinct,en,16.628427,"['TriStar Pictures', 'Canal+', 'Carolco Pictures']","['France', 'United States of America']",127.0,1,Basic Instinct,6.5,869.0,1992.0,Fri,Mar,"['Michael Douglas', 'Sharon Stone', 'George Dzundza', 'Jeanne Tripplehorn', 'Denis Arndt', 'Leilani Sarelle', 'Bruce A. Young', 'Chelcie Ross', 'Dorothy Malone', 'Wayne Knight', 'Daniel von Bargen', 'Stephen Tobolowsky', 'Benjamin Mouton', 'Jack McGee', 'Bill Cable', 'Stephen Rowe', 'Mitch Pileggi', 'Mary Pat Gleason', 'Freda Foh Shen', 'William Duff-Griffin', 'James Rebhorn', 'David Wells', 'Mary Ann Rodgers', 'Adilah Barnes', 'Irene Olga López', 'Juanita Jennings', 'Craig C. Lewis', 'Michael David Lally', 'Peter Appel', 'Michael Halton', 'Keith McDaniel', 'Eric Poppick', 'Ron Cacas', 'Kayla Blake', 'Bradford English']",35,20,Paul Verhoeven
1070,,38000000.0,"['Drama', 'Music']",,en,7.829619,"['Imagine Entertainment', 'Ixtlan Productions', 'Carolco Pictures', 'Bill Graham Films']",['United States of America'],140.0,1,The Doors,6.7,285.0,1991.0,Fri,Mar,"['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan', 'Frank Whaley', 'Kevin Dillon', 'Michael Wincott', 'Michael Madsen', 'Josh Evans', 'Costas Mandylor', 'Dennis Burkley', 'John Capodice', 'Mark Moses', 'Will Jordan', 'Robert LuPone', 'Floyd Red Crow Westerman', 'Billy Idol', 'Kathleen Quinlan', 'Kelly Hu', 'Crispin Glover', 'Paul Williams', 'Debi Mazar', 'Phil Fondacaro', 'Oliver Stone', 'Jennifer Tilly', 'Jennifer Rubin', 'Mimi Rogers', 'Charlie Spradling', 'Delia Sheppard', 'Julie Strain']",29,51,Oliver Stone
1071,,3705538.0,"['Romance', 'Crime', 'Drama', 'Thriller']",http://www.miramax.com/movie/the-crying-game/,en,7.404329,"['Miramax Films', 'Channel Four Films', 'Palace Pictures', 'Nippon Film Development and Finance Inc.', 'Eurotrustees', 'British Screen Productions']","['Japan', 'United Kingdom', 'Ireland']",112.0,1,The Crying Game,6.9,180.0,1992.0,Wed,Sep,"['Stephen Rea', 'Jaye Davidson', 'Miranda Richardson', 'Forest Whitaker', 'Adrian Dunbar', 'Jim Broadbent', 'Ralph Brown', 'Tony Slattery', 'Birdy Sweeney', 'Breffni McKenna', 'Joe Savino', 'Josephine White', 'Shar Campbell', 'Bryan Coleman', 'Ray De-Haan', 'David Crionelly', 'Jack Carr', 'Andrée Bernard']",18,8,Neil Jordan
1072,,12500000.0,"['Crime', 'Drama', 'Mystery']",,en,6.792215,"['New Line Cinema', 'GGR', 'Zupnik Cinema Group II']",['United States of America'],100.0,1,Glengarry Glen Ross,7.5,330.0,1992.0,Tue,Sep,"['Al Pacino', 'Jack Lemmon', 'Alec Baldwin', 'Alan Arkin', 'Ed Harris', 'Kevin Spacey', 'Jonathan Pryce', 'Bruce Altman', 'Jude Ciccolella', 'Paul Butler', 'Lori Tan Chinn', 'Neal Jones', 'Leigh French', 'George Cheung', 'Murphy Dunne', 'Dana Lee', 'Gregory Snegoff', 'Skipp Lynch', 'Julie Payne']",19,40,James Foley
1073,,12000000.0,"['Drama', 'Romance']",,en,15.417202,"['Keith Barish Productions', 'Incorporated Television Company']","['United Kingdom', 'United States of America']",151.0,6,Sophie's Choice,7.4,149.0,1982.0,Wed,Dec,"['Meryl Streep', 'Kevin Kline', 'Peter MacNicol', 'Rita Karin', 'Stephen D. Newman', 'Greta Turken', 'Josh Mostel', 'Marcell Rosenblatt', 'Moishe Rosenfeld', 'Robin Bartlett', 'Eugene Lipinski', 'John Rothman', 'Joseph Leon', 'David Wohl', 'Nina Polan']",15,2,Alan J. Pakula
1074,,10500000.0,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']",http://www.et20.com/,en,19.358546,"['Universal Pictures', 'Amblin Entertainment']",['United States of America'],115.0,1,E.T. the Extra-Terrestrial,7.3,3359.0,1982.0,Sat,Apr,"['Henry Thomas', 'Drew Barrymore', 'Robert MacNaughton', 'Dee Wallace', 'Peter Coyote', 'Эрика Элениак', 'Sean Frye', 'C. Thomas Howell', 'K. C. Martel', ""David M. O'Dell"", 'Richard Swingler', 'Frank Toth', 'Pat Welsh']",13,21,Steven Spielberg
1077,,60000000.0,['Adventure'],,en,7.046753,"['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films']",['United States of America'],107.0,1,Days of Thunder,5.9,359.0,1990.0,Wed,Jun,"['Tom Cruise', 'Robert Duvall', 'Nicole Kidman', 'Randy Quaid', 'Cary Elwes', 'Fred Dalton Thompson', 'John C. Reilly', 'J.C. Quinn', 'Don Simpson', 'Michael Rooker', 'Caroline Williams', 'Margo Martindale']",12,17,Tony Scott
1078,,15000000.0,"['Action', 'Romance', 'War']",,en,20.301019,['Paramount Pictures'],['United States of America'],110.0,1,Top Gun,6.7,1736.0,1986.0,Fri,May,"['Tom Cruise', 'Kelly McGillis', 'Val Kilmer', 'Anthony Edwards', 'Tom Skerritt', 'Michael Ironside', 'John Stockwell', 'Barry Tubb', 'Rick Rossovich', 'Tim Robbins', 'Meg Ryan', 'Whip Hubley', 'Adrian Pasdar', 'James Tolkan', 'Clarence Gilyard Jr.']",15,38,Tony Scott
1081,,1800000.0,['Drama'],,en,7.301719,"['Charles K. Feldman Group', 'Warner Bros.']",['United States of America'],125.0,1,A Streetcar Named Desire,7.6,291.0,1951.0,Tue,Sep,"['Vivien Leigh', 'Marlon Brando', 'Kim Hunter', 'Karl Malden', 'Rudy Bond', 'Nick Dennis', 'Peg Hillias', 'Wright King', 'Richard Garrick', 'Ann Dere', 'Edna Thomas', 'Mickey Kuhn', 'Mel Archer', 'Marietta Canty', 'John George', 'Lyle Latell', 'Charles Wagenheim', 'Buck Woods', 'Dahn Ben Amotz']",19,22,Elia Kazan
1089,,12500000.0,"['Crime', 'Drama']",,en,2.772039,['C&P Productions'],['United States of America'],99.0,2,The Funeral,7.3,31.0,1996.0,Fri,Jan,"['Christopher Walken', 'Chris Penn', 'Annabella Sciorra', 'Isabella Rossellini', 'Vincent Gallo', 'Benicio del Toro', 'Gretchen Mol', 'John Ventimiglia', 'Paul Hipp', 'Victor Argo', 'Gian DiDonna', 'Dmitri Prachenko', 'Paul Perri', 'Gregory Perrelli', 'Joey Hannon', 'Amber Smith', 'Patrick McGaw']",17,2,Abel Ferrara
1095,,36000000.0,['Drama'],,en,9.178371,['Sony Pictures'],['United States of America'],129.0,1,The People vs. Larry Flynt,6.8,257.0,1996.0,Sat,Oct,"['Woody Harrelson', 'Courtney Love', 'Edward Norton', 'Brett Harrelson', 'Donna Hanover', 'James Cromwell', 'Crispin Glover', 'Vincent Schiavelli', 'Larry Flynt']",9,3,Miloš Forman
1099,"{'id': 937, 'name': 'The Pink Panther (Original) Collection', 'poster_path': '/xu6gZ0zGUSR8SC2QLKFaUrX2niM.jpg', 'backdrop_path': '/6KE7AguGR3UqwUn5RkzkoBc3MLy.jpg'}",5000000.0,"['Mystery', 'Comedy', 'Crime']",,en,6.501176999999999,"['United Artists', 'Jewel Productions', 'Pimlico Films', 'Incorporated Television Company (ITC)']",['United Kingdom'],113.0,1,The Return of the Pink Panther,6.7,138.0,1975.0,Wed,May,"['Peter Sellers', 'Christopher Plummer', 'Herbert Lom', 'Catherine Schell', 'Peter Arne', 'Peter Jeffrey', 'Grégoire Aslan', 'David Lodge', 'Graham Stark', 'Eric Pohlmann', 'André Maranne', 'Burt Kwouk', 'Victor Spinetti', 'John Bluthal', 'Mike Grady', 'Peter Jones', 'Herb Tanney', 'Mollie Maureen', 'Nadim Sawalha', 'Andre Charisse', 'Milton Reid', 'Hugo de Vernier', 'Claire Davenport']",23,20,Blake Edwards
1100,,6788000.0,"['Comedy', 'Fantasy', 'Family']",,en,7.881010000000001,['PolyGram Filmed Entertainment'],"['United Kingdom', 'United States of America']",103.0,1,Drop Dead Fred,5.9,107.0,1991.0,Fri,Apr,"['Phoebe Cates', 'Rik Mayall', 'Marsha Mason', 'Tim Matheson', 'Carrie Fisher', 'Keith Charles', 'Ron Eldard']",7,11,Ate de Jong
1101,,70000000.0,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",,en,9.809585,"['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment', 'Pacific Western']",['United States of America'],139.0,1,The Abyss,7.1,822.0,1989.0,Wed,Aug,"['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn', 'Leo Burmester', 'Todd Graff', 'John Bedford Lloyd', 'Kimberly Scott', 'Chris Elliott', 'J.C. Quinn', 'Captain Kidd Brewer Jr.', 'George Robert Klek', 'Christopher Murphy', 'Adam Nelson', 'Dick Warlock', 'Jimmie Ray Weeks', 'J. Kenneth Campbell', 'Peter Ratray', 'Michael Beach', 'Ken Jenkins', 'Michael Chapman']",20,107,James Cameron
1102,,1000000.0,['Horror'],http://www.theofficialjohncarpenter.com/the-fog/,en,9.194572,"['AVCO Embassy Pictures', 'EDI', 'Debra Hill Productions']",['United States of America'],89.0,1,The Fog,6.4,318.0,1980.0,Fri,Feb,"['Adrienne Barbeau', 'Jamie Lee Curtis', 'Janet Leigh', 'John Houseman', 'Tom Atkins', 'James Canning', 'Charles Cyphers', 'Nancy Kyes', 'Ty Mitchell', 'Hal Holbrook', 'John F. Goff', 'George Buck Flower', 'Regina Waldon', 'Jim Haynie', 'Darrow Igus']",15,33,John Carpenter
1103,"{'id': 115838, 'name': 'Escape From ... Collection', 'poster_path': '/8Zih8QGPJNXUuws0fIZmjxjs2Su.jpg', 'backdrop_path': '/c9mWaF2oeodriDLqYQr425sasxo.jpg'}",6000000.0,"['Science Fiction', 'Action']",http://www.theofficialjohncarpenter.com/escape-from-new-york/,en,10.124544,"['AVCO Embassy Pictures', 'Goldcrest Films International', 'International Film Investors', 'City Film']",['United States of America'],99.0,1,Escape from New York,6.9,720.0,1981.0,Fri,May,"['Kurt Russell', 'Lee Van Cleef', 'Ernest Borgnine', 'Donald Pleasence', 'Isaac Hayes', 'Harry Dean Stanton', 'Adrienne Barbeau', 'Tom Atkins', 'Frank Doubleday', 'John Strobel', 'Season Hubley', 'Charles Cyphers', 'John Cothran, Jr.', 'George Buck Flower']",14,14,John Carpenter
1104,"{'id': 174218, 'name': 'The Howling Collection', 'poster_path': '/ci6CZhFFLm0r3fDomXlRAmCEesr.jpg', 'backdrop_path': '/a0UuiTYxqMmj5Ll26rORaFoTKBc.jpg'}",1000000.0,"['Drama', 'Horror']",,en,6.7155119999999995,"['AVCO Embassy Pictures', 'International Film Investors', 'Wescom Productions']",['United States of America'],91.0,1,The Howling,6.4,165.0,1981.0,Fri,Apr,"['Patrick Macnee', 'Dennis Dugan', 'Christopher Stone', 'Belinda Balaski', 'Kevin McCarthy', 'John Carradine', 'Slim Pickens', 'Elisabeth Brooks', 'Robert Picardo', 'Margie Impert', 'Noble Willingham', 'James Murtaugh', 'Jim McKrell', 'Meshach Taylor', 'Forrest J. Ackerman', 'Robert A. Burns', 'Jonathan Kaplan', 'John Sayles', 'Roger Corman', 'Kenneth Tobey', 'Dick Miller', 'Dee Wallace']",22,12,Joe Dante
1109,,400000.0,"['Adventure', 'Comedy', 'Fantasy']",http://www.sonypictures.com/cthe/montypython/,en,10.43389,"['Python (Monty) Pictures Limited', 'Michael White Productions', 'National Film Trustee Company', 'Twickenham Film Studios']",['United Kingdom'],91.0,3,Monty Python and the Holy Grail,7.8,1742.0,1975.0,Thu,Mar,"['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Connie Booth', 'Carol Cleveland', 'Neil Innes', 'Bee Duffell', 'John Young', 'Rita Davies', 'Avril Stewart', 'Sally Kinghorn', 'Mark Zycon', 'Sandy Johnson', 'Julian Doyle', 'Joni Flynn', 'Fiona Gordon']",19,16,Terry Gilliam
1137,,7000000.0,['Horror'],,en,2.6610259999999997,['Morgan Creek Productions'],['United States of America'],80.0,1,Bad Moon,5.7,33.0,1996.0,Fri,Nov,"['Mariel Hemingway', 'Michael Paré', 'Mason Gamble', 'Hrothgar Mathews', 'Ken Pogue', 'Johanna Marlowe', 'Julia Montgomery Brown', 'Gavin Buhr']",8,17,Eric Red
1144,,4000000.0,"['Comedy', 'Science Fiction', 'Fantasy']",,fr,12.565447,"['Hachette Première', 'Sofinergie Films', 'Fondation GAN pour le Cinéma', 'Victoires Productions', 'Constellation', 'Union Générale Cinématographique (UGC)', 'Sofinergie 2', 'Investimage 2']",['France'],99.0,1,Delicatessen,7.4,320.0,1991.0,Wed,Apr,"['Dominique Pinon', 'Marie-Laure Dougnac', 'Jean-Claude Dreyfus', 'Karin Viard', 'Ticky Holgado', 'Pascal Benezech', 'Edith Ker', 'Rufus', 'Jacques Mathou', 'Chick Ortega', 'Jean-François Perrier', 'Silvie Laguna', 'Howard Vernon', 'Dominique Zardi']",14,23,Jean-Pierre Jeunet
1151,,27000000.0,"['Drama', 'Romance', 'War']",,en,15.564160999999999,"['Miramax Films', 'Tiger Moth Productions']","['United Kingdom', 'United States of America']",162.0,4,The English Patient,7.0,559.0,1996.0,Thu,Nov,"['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe', 'Kristin Scott Thomas', 'Naveen Andrews', 'Colin Firth', 'Julian Wadham', 'Torri Higginson', 'Jürgen Prochnow', 'Kevin Whately', 'Clive Merrison', 'Nino Castelnuovo', 'Hichem Rostom', 'Peter Rühring', 'Geordie Johnson', 'Liisa Repo-Martell', 'Raymond Coulthard', 'Philip Whitchurch', 'Jason Done', 'Roger Morlidge', 'Simon Sherlock', 'Sebastian Schipper', 'Fritz Eggert', 'Sonia Mankaï', 'Rim Turkhi', 'Sebastian Rudolph', 'Thoraya Sehill', 'Sondos Belhassen', 'Gregor Truter', 'Salah Miled', 'Abdellatif Hamrouni', 'Samy Azaiez', 'Habib Chetoui', 'Philippa Day', 'Amanda Walker', 'Paul Kant', 'Matthew Ferguson', 'Anthony Smee', 'Lee Ross', 'Dominic Mafham']",40,19,Anthony Minghella
1153,,645180.0,['Drama'],,en,5.841931,"['Ferndale Films', 'Granada Television', 'Radio Telefís Éireann (RTÉ)']","['Ireland', 'United Kingdom']",103.0,1,My Left Foot: The Story of Christy Brown,7.5,208.0,1989.0,Fri,Jul,"['Daniel Day-Lewis', 'Brenda Fricker', 'Alison Whelan', 'Declan Croghan', 'Eanna MacLiam', 'Marie Conmee', 'Kirsten Sheridan', 'Cyril Cusack', 'Phelim Drew', 'Ruth McCabe', 'Fiona Shaw', 'Ray McAnally', 'Pat Laffan', 'Derry Power', ""Hugh O'Conor"", 'Eileen Colgan', 'Tom Hickey', 'Britta Smith', 'Adrian Dunbar', 'Daniel Reardon', ""Jer O'Leary"", 'Naomi Sheridan']",22,39,Jim Sheridan
